0.476265, 0.609075, 0.62895, 0.700566, 0.655014, 0.290997, 0.462194, 0.761318, 0.69851, 0.593222, 0.576768, 0.409566, 0.805188, 0.636095, 0.755468, 0.512386, 0.841019, 0.627697, 0.743042, 0.637269, 0.697505, 0.55566, 0.686243, 0.527528, 0.681948, 0.697061, 0.518527, 0.646897, 0.516443, 0.523214, 0.673721, 0.538007, 0.484451, 0.592958, 0.772201, 0.529839, 0.538512, 0.630593, 0.523032, 0.644787, 0.801063, 0.605567, 0.680927, 0.479683, 0.60039, 0.571487, 0.374412, 0.541468, 0.59829, 0.62037, 0.461011, 0.683505, 0.589707, 0.588779, 0.507556, 0.700451, 0.500043, 0.5681, 0.813932, 0.516933, 0.50658, 0.351673, 0.629783, 0.591527, 0.574412, 0.664538, 0.626306, 0.510297, 0.625831, 0.721424, 0.532603, 0.463718, 0.574293, 0.679876, 0.55813, 0.717968, 0.621832, 0.821192, 0.540559, 0.631275, 0.503576, 0.686039, 0.640155, 0.584844, 0.201367, 0.643942, 0.777829, 0.603194, 0.42763, 0.665958, 0.556419, 0.719296, 0.816438, 0.840367, 0.611492, 0.620266, 0.712854, 0.629966, 0.590915, 0.568694
0.558136, 0.440043, 0.587604, 0.57412, 0.65402, 0.74205, 0.540071, 0.665209, 0.580481, 0.40889, 0.652602, 0.429801, 0.615542, 0.760686, 0.5897, 0.743569, 0.688708, 0.513724, 0.654053, 0.626865, 0.698378, 0.368674, 0.712543, 0.400586, 0.72747, 0.636236, 0.71464, 0.522282, 0.506986, 0.390188, 0.435872, 0.587205, 0.504776, 0.625155, 0.527486, 0.558086, 0.630249, 0.54682, 0.703524, 0.581866, 0.30416, 0.583891, 0.652934, 0.496843, 0.566751, 0.722932, 0.698052, 0.772248, 0.630313, 0.660142, 0.613796, 0.61862, 0.734465, 0.784458, 0.754126, 0.797671, 0.688043, 0.741658, 0.623866, 0.708841, 0.717331, 0.611707, 0.614321, 0.724679, 0.53626, 0.821153, 0.196055, 0.55801, 0.796957, 0.71694, 0.681428, 0.582748, 0.710535, 0.507167, 0.821185, 0.621394, 0.598068, 0.844948, 0.512259, 0.480782, 0.513474, 0.618614, 0.293383, 0.636828, 0.757527, 0.670359, 0.574682, 0.477034, 0.350174, 0.776406, 0.630696, 0.58547, 0.558717, 0.644967, 0.674539, 0.679514, 0.614228, 0.869253, 0.260716, 0.775606
0.591499, 0.403438, 0.687343, 0.534273, 0.692944, 0.83578, 0.785525, 0.729657, 0.685158, 0.587755, 0.766607, 0.590884, 0.465574, 0.609715, 0.486627, 0.64058, 0.484175, 0.666366, 0.571688, 0.507575, 0.549087, 0.544999, 0.550757, 0.804518, 0.752854, 0.717179, 0.587303, 0.425097, 0.580697, 0.761679, 0.508931, 0.584329, 0.400976, 0.588112, 0.61342, 0.699751, 0.672645, 0.725613, 0.796105, 0.541179, 0.568604, 0.56361, 0.508258, 0.672903, 0.521804, 0.634903, 0.59459, 0.288551, 0.623788, 0.599548, 0.644016, 0.762312, 0.70819, 0.596006, 0.430806, 0.446328, 0.677951, 0.589894, 0.703214, 0.418962, 0.618008, 0.502991, 0.665705, 0.777965, 0.596881, 0.66486, 0.379361, 0.57826, 0.732562, 0.523221, 0.677103, 0.622515, 0.429652, 0.547066, 0.524319, 0.552488, 0.692659, 0.419615, 0.621015, 0.70601, 0.809112, 0.583474, 0.359644, 0.461577, 0.412594, 0.626741, 0.304763, 0.691628, 0.501411, 0.722872, 0.559436, 0.401496, 0.686636, 0.606495, 0.664099, 0.626617, 0.558581, 0.876005, 0.580077, 0.755992
0.725341, 0.674754, 0.713325, 0.622805, 0.806498, 0.665813, 0.733633, 0.298675, 0.572179, 0.816205, 0.637997, 0.676615, 0.532278, 0.714317, 0.351636, 0.61843, 0.72199, 0.525125, 0.577763, 0.690499, 0.602796, 0.459893, 0.764907, 0.63042, 0.608107, 0.758809, 0.52501, 0.541324, 0.635681, 0.705881, 0.584292, 0.764886, 0.693912, 0.505708, 0.741138, 0.712411, 0.393622, 0.426259, 0.454723, 0.631376, 0.39859, 0.722869, 0.747958, 0.747564, 0.603103, 0.616888, 0.700728, 0.565449, 0.579637, 0.693341, 0.634839, 0.574291, 0.675914, 0.666067, 0.628832, 0.373125, 0.508352, 0.691314, 0.659604, 0.66864, 0.414766, 0.47815, 0.672245, 0.507018, 0.589161, 0.590246, 0.582166, 0.570628, 0.742361, 0.5465, 0.649243, 0.745631, 0.711785, 0.385022, 0.638024, 0.685181, 0.530308, 0.696385, 0.514941, 0.391054, 0.623582, 0.470905, 0.610404, 0.715605, 0.647123, 0.549219, 0.501414, 0.672617, 0.689128, 0.714282, 0.389484, 0.638568, 0.64453, 0.73661, 0.601794, 0.489178, 0.598582, 0.660479, 0.527879, 0.349679
0.659886, 0.591374, 0.723668, 0.702585, 0.833837, 0.793706, 0.624281, 0.528944, 0.439669, 0.516421, 0.662837, 0.55737, 0.741099, 0.776406, 0.653599, 0.673201, 0.557632, 0.61853, 0.667733, 0.540441, 0.534752, 0.537535, 0.500448, 0.49857, 0.67092, 0.691582, 0.765743, 0.58291, 0.636833, 0.578192, 0.686343, 0.705687, 0.551051, 0.655354, 0.642727, 0.494189, 0.516945, 0.564421, 0.703225, 0.570953, 0.429601, 0.391516, 0.708662, 0.611401, 0.659856, 0.458421, 0.632411, 0.572739, 0.43185, 0.723451, 0.399502, 0.454477, 0.6469, 0.764263, 0.666418, 0.751465, 0.486137, 0.512347, 0.530164, 0.796193, 0.666411, 0.428867, 0.407025, 0.816727, 0.791754, 0.763545, 0.545006, 0.681796, 0.557169, 0.403074, 0.416265, 0.566763, 0.628193, 0.592976, 0.635664, 0.690345, 0.717836, 0.543569, 0.437806, 0.642105, 0.668281, 0.692741, 0.583712, 0.66824, 0.686459, 0.694451, 0.746401, 0.72521, 0.589678, 0.510344, 0.672395, 0.74834, 0.676383, 0.367837, 0.698075, 0.633173, 0.759599, 0.641125, 0.561216, 0.574589
0.51943, 0.720143, 0.666809, 0.604387, 0.649049, 0.524248, 0.568663, 0.574746, 0.550332, 0.67456, 0.518613, 0.85092, 0.465075, 0.493742, 0.487444, 0.616727, 0.709663, 0.514918, 0.718581, 0.781467, 0.637805, 0.688114, 0.540261, 0.592684, 0.503638, 0.465217, 0.498792, 0.516424, 0.523166, 0.710949, 0.559717, 0.638408, 0.400854, 0.533317, 0.644602, 0.587485, 0.687985, 0.687959, 0.629646, 0.60695, 0.682766, 0.587054, 0.442795, 0.582088, 0.690122, 0.634359, 0.627305, 0.556302, 0.629859, 0.647878, 0.560727, 0.548756, 0.620351, 0.488191, 0.655572, 0.713076, 0.534735, 0.364718, 0.536951, 0.631581, 0.592567, 0.613248, 0.295838, 0.761197, 0.482191, 0.65807, 0.621991, 0.469084, 0.538014, 0.766785, 0.479611, 0.313219, 0.433464, 0.68307, 0.698381, 0.451968, 0.369427, 0.658969, 0.47396, 0.611045, 0.708398, 0.726904, 0.691626, 0.552677, 0.780787, 0.591448, 0.752966, 0.647359, 0.556589, 0.599338, 0.450325, 0.407375, 0.689095, 0.768189, 0.854382, 0.384861, 0.47735, 0.572834, 0.67894, 0.516345
0.709473, 0.650966, 0.56364, 0.713007, 0.569307, 0.556935, 0.451808, 0.683289, 0.633783, 0.707144, 0.680882, 0.65744, 0.48158, 0.633779, 0.576695, 0.606357, 0.590212, 0.588551, 0.790195, 0.543796, 0.579617, 0.713304, 0.609603, 0.697637, 0.606556, 0.707652, 0.379207, 0.789486, 0.722653, 0.60329, 0.64764, 0.699144, 0.61535, 0.592261, 0.651685, 0.535683, 0.67344, 0.676974, 0.735302, 0.592916, 0.585989, 0.577031, 0.669542, 0.656354, 0.676016, 0.428054, 0.805123, 0.521306, 0.451543, 0.605083, 0.480418, 0.742702, 0.529536, 0.544968, 0.712815, 0.518688, 0.736635, 0.658512, 0.435381, 0.649584, 0.5143, 0.702537, 0.665698, 0.671479, 0.471578, 0.558392, 0.679775, 0.584503, 0.616614, 0.513136, 0.462889, 0.769898, 0.676245, 0.447716, 0.643581, 0.662054, 0.676734, 0.564146, 0.596845, 0.624022, 0.372397, 0.557974, 0.540247, 0.677122, 0.525791, 0.591847, 0.553189, 0.628519, 0.723863, 0.492373, 0.611451, 0.664853, 0.654122, 0.321439, 0.532582, 0.60851, 0.512192, 0.635602, 0.552997, 0.749306
0.598262, 0.620946, 0.715973, 0.63707, 0.604738, 0.606517, 0.638013, 0.63347, 0.499352, 0.563836, 0.58872, 0.552366, 0.50051, 0.744307, 0.486496, 0.514293, 0.634468, 0.646318, 0.479886, 0.596344, 0.612674, 0.563154, 0.737147, 0.460542, 0.667835, 0.664092, 0.65329, 0.469898, 0.727851, 0.556733, 0.580744, 0.559676, 0.632344, 0.62105, 0.666299, 0.627987, 0.466259, 0.561364, 0.657846, 0.723561, 0.743731, 0.602503, 0.53493, 0.626149, 0.637941, 0.589912, 0.577405, 0.592639, 0.624709, 0.67246, 0.715854, 0.71932, 0.80699, 0.647652, 0.66352, 0.392214, 0.600585, 0.691496, 0.629246, 0.738301, 0.694485, 0.624745, 0.610022, 0.668254, 0.733695, 0.724054, 0.557179, 0.637496, 0.59592, 0.719747, 0.49033, 0.818521, 0.70809, 0.564748, 0.77987, 0.688127, 0.591032, 0.573915, 0.492844, 0.703346, 0.701592, 0.561247, 0.636936, 0.619239, 0.624706, 0.550288, 0.522033, 0.658458, 0.681419, 0.711346, 0.563355, 0.588591, 0.457816, 0.663894, 0.624893, 0.60981, 0.5352, 0.652974, 0.750382, 0.551629
0.717123, 0.729858, 0.648949, 0.631021, 0.575673, 0.683422, 0.689481, 0.579737, 0.562931, 0.554538, 0.572673, 0.669809, 0.776151, 0.646049, 0.676891, 0.570787, 0.606026, 0.574004, 0.77614, 0.54376, 0.568476, 0.608608, 0.613572, 0.573583, 0.640447, 0.614794, 0.788314, 0.695451, 0.70189, 0.553125, 0.799805, 0.667072, 0.703145, 0.503591, 0.49501, 0.748187, 0.706879, 0.656687, 0.584084, 0.737554, 0.715686, 0.577132, 0.593988, 0.633361, 0.647097, 0.537046, 0.683328, 0.607016, 0.484226, 0.708124, 0.566405, 0.605074, 0.751046, 0.81985, 0.696491, 0.616552, 0.641115, 0.550427, 0.636215, 0.427884, 0.645185, 0.682591, 0.69952, 0.706624, 0.456161, 0.674917, 0.594613, 0.691327, 0.681354, 0.467731, 0.542944, 0.481325, 0.596584, 0.754933, 0.546402, 0.744886, 0.606656, 0.494226, 0.71439, 0.591781, 0.611383, 0.523627, 0.463991, 0.521111, 0.56314, 0.428006, 0.470945, 0.571634, 0.70101, 0.695381, 0.516487, 0.522898, 0.482146, 0.629849, 0.464891, 0.557881, 0.503453, 0.366644, 0.693211, 0.63708
0.447746, 0.733361, 0.65598, 0.506887, 0.489544, 0.567274, 0.40151, 0.690419, 0.612135, 0.601674, 0.667679, 0.694271, 0.458276, 0.720141, 0.453566, 0.445052, 0.586344, 0.357176, 0.713751, 0.662895, 0.659233, 0.699361, 0.657196, 0.578319, 0.638876, 0.552568, 0.540515, 0.786896, 0.564882, 0.61368, 0.636692, 0.661845, 0.636991, 0.548419, 0.582408, 0.631546, 0.523338, 0.490622, 0.618397, 0.511383, 0.525805, 0.619434, 0.512503, 0.652477, 0.630198, 0.648803, 0.740534, 0.681608, 0.679504, 0.567506, 0.496473, 0.645046, 0.503984, 0.580744, 0.521394, 0.489854, 0.52403, 0.600424, 0.733812, 0.594081, 0.739716, 0.542296, 0.699058, 0.619027, 0.660168, 0.531599, 0.69023, 0.626917, 0.542993, 0.558542, 0.516358, 0.666928, 0.736384, 0.718775, 0.561886, 0.372611, 0.601429, 0.619123, 0.559975, 0.596085, 0.687479, 0.699676, 0.683959, 0.653122, 0.601098, 0.621247, 0.55963, 0.690958, 0.741495, 0.547241, 0.49012, 0.592524, 0.613226, 0.63241, 0.526754, 0.357044, 0.586615, 0.569857, 0.381712, 0.508846
